news_content,news_source,news_time,news_title
" 本报讯（首席记者 李云萍）记者从省教育考试院获悉，下半年我省中小学教师资格考试报名将于9月3日起报名。具体笔试时间是11月2日。 
凡是具有中国国籍，已毕业人员户籍或居住证申领所在地在河北省，在校生（三年级及以上）在读学校所在地在河北省，拟... ...

								",,2019.08.28,中小学教师资格考试报名即将开始
" 市场监督部门 
“网剑行动”剑指网络市场乱象 
本报讯（记者 焦莉莉）8月27日，市市场监督管理局召开2019年“网剑行动”动员部署大会，要求在这个网络市场监管专项行动中，严厉打击网络市场突出问题，规范网络经营行为，进一步提升网络商品和服务... ...

								",,2019.08.28,“网剑行动”剑指网络市场乱象
 ,,2019.08.28,用家常话讲好 大学课堂里的思想政治课---——
" 9月4日，新修订的《中国共产党问责条例》全文公布。 
新版条例根据全面从严治党的新实践，在2016年7月制定的问责条例基础上进行了较大幅度的修订，进一步健全完善问责的原则、内容、程序和方式等，不断提高党的问责工作的政治性、精准性、实效性。 ... ...

								",,2019.09.06,不断提高问责工作的政治性精准性实效性---——新修订的《中国共产党问责条例》解读
" 全民动员 全面推进 
创卫攻坚提升城市卫生整体水平 
 
创卫攻坚行动开展以来，市委、市政府高度重视，多次部署调度暗访督导；各区各部门积极行动，瞄准问题短板，全方位推进，下大力治理。各区干部群众自发组织了形式多样的特色创卫活动，鹿泉区举办“... ...

								",,2019.09.11,创卫攻坚提升城市卫生整体水平
" 本报讯 （记者 胡雁冰）8月21日上午，正定交警大队组织民警走进辖区幼儿园，针对幼儿开展校园交通安全教育宣传活动，引导孩子们从小养成遵守交法文明出行的好习惯。 
活动中，民警结合幼儿年龄小的特点，从“交通陋习我来指”、“交通标志我知道”、“... ...

								",,2019.08.28,民警走进幼儿园 带领孩子学安全
" 8月18日，在俄罗斯圣彼得堡，人们参加传统的“西红柿大战”。今年圣彼得堡“西红柿大战”用掉了20吨成熟西红柿。 新华社发 ...

								",,2019.08.20,“西红柿大战”
" （上接第一版）本报记者也同乘专列进行全程报道。为了让游客有更加舒适的旅游体验，本次专列全列都配备了新型改造包厢，并有医护人员全程跟随，由资深旅行社工作人员全程陪同服务。列车上还布置了河北及巴州旅游宣传品，可以让游客更好了解两地特色旅游资源。... ...

								",,2019.09.03,“冀疆情·巴州行”号旅游专列发车
 本报讯 （河北,,2019.08.13,重温奋斗历史 牢记初心使命 做习近平新时代中国特色社会主义思想忠诚实践者
" 本报讯（记者 刘立芳 杜倩倩）“咚咚咚……”8月14日，在灵寿县三圣院乡东木佛村村委会旁，工人们正在忙着为村里新建的党建文化中心和文化舞台打地基。“以前村集体收入只有3万多元，啥也不敢想、啥也做不成，如今借着清理农村集体经济合同的东风，我们... ...

								",,2019.08.15,清理村级合同 让集体利益“归仓”---灵寿县农村集体经济合同收入年均净增200多万元
" 一 
崔志远 
猎猎国旗血染红，血旗唤醒亚东龙。 
旗扬四海凋颜改，龙跃九天蘑雾腾。 
开放开出千里目，变革变就百年功。 
欢歌笑语丝绸路，大国泱泱正润东。 
 
二 
蔡子谔 
华诞七秩齐奉觥，中国梦绕旗荡胸。 
先驱正色碧涛染，党魂北辰... ...

								",,2019.09.12,国旗颂
" 聚焦重点难点 开展集中整治 
国家卫生城市创建工作开展以来，我市聚焦城市卫生重点难点问题，推出系列举措，大力开展市容环境整治攻坚行动、老旧居民区和城中村整治攻坚行动、环境保护整治行动、农贸市场整治行动、食品安全整治攻坚行动、建筑工地整治攻坚... ...

								",,2019.08.14,“八大攻坚行动”持续改善城市面貌
" 立秋之后，天气转凉，看到大街上有人卖水灵灵的萝卜，忍不住又开始想念酱萝卜，它那脆爽可口的滋味，真是一种特别的享受。 
酱萝卜好吃，做起来却有点麻烦。好在我小时候经常看老妈做，加上自己的灵感，买一些萝卜回去，临场发挥也可以完成。 
家里有一个... ...

								",,2019.09.17,秋来又做酱萝卜
 本报讯 （首席记者 靳晓磊）9月21日，,,2019.09.22,摆放近8000面国旗迎国庆
" 本报讯 （首席记者 齐广君） 8月16日上午，我市召开大气污染防治工作推进会。省委常委、市委书记邢国辉主持会议并讲话。他强调，要深入学习贯彻习近平生态文明思想，认真落实省委、省政府关于加强大气污染防治工作的指示要求，紧盯目标攻坚发力，瞄准短... ...

								",,2019.08.17,紧盯目标攻坚发力　瞄准短板尽锐出战 推动全市大气质量实现明显好转---邓沛然出席
" 本报讯 （记者 岳金宏 通讯员 张洁 陈岩）日前，鹿泉区正式发布《人才优先发展三年行动计划》，推出23项具体措施，从住房、服务、配套设施等多个方面保障人才在鹿泉能够留得住、住得下、过得好。 
党的十九大报告提出，人才是实现民族振兴、赢得国际... ...

								",,2019.08.20,七大工程23项措施引进人才
" 9月25日上午，随着一段长17米、重473吨的钢桁梁被精确固定到位，总长16.34公里的平潭海峡公铁大桥合龙贯通。平潭海峡公铁大桥是福州至平潭铁路控制性工程，也是“十三五”规划中北京至台湾高铁的先期工程。据福建福平铁路公司介绍，大桥计划20... ...

								",,2019.09.26,公铁大桥贯通
" 新华社呼和浩特8月21日电 （记者 安路蒙）中国核学会21日发布消息称，截至2019年6月底，中国大陆在运核电机组47台，装机容量4873万千瓦，位居全球第三。 
这是记者21日在内蒙古自治区包头市开幕的中国核学会2019年学术年会获得的消... ...

								",,2019.08.22,中国大陆在运核电机组47台 居全球第三
 ...0日该团精心创排的《西柏坡故事》和《没有共产党就没有新中国》两部河北梆子现代戏，将亮相,,2019.08.25,弘扬时代精神 “讲”好红色故事---平山河北梆子剧团将携新戏为祖国献礼
" 新华社香港8月26日电（记者 苏万明 陈昊佺）“强烈谴责美国粗暴干预中国内政”“中国香港，与美无关”……26日14时30分许，在香港地铁中环站附近遮打花园，百余名香港市民撑举横幅，齐声呐喊。 
齐声高唱《歌唱祖国》之后，人群整队，开始游行，... ...

								",,2019.08.27,香港市民游行谴责美方插手香港事务
" 新华社8月19日电 英国内阁办公厅一份有关英国无协议脱离欧洲联盟的文件曝光，历数“无协议脱欧”可能带来的各种窘境，引发英国舆论关注。内阁办公厅大臣迈克尔·戈夫解释，文件是政府基于“最坏可能”拟定的。 
英国《星期日泰晤士报》17日援引内阁办... ...

								",,2019.08.20,“无协议脱欧”报告外泄 英国政府忙灭火
" 这是8月18日在直布罗陀海峡拍摄的伊朗油轮“阿德里安·达里亚一号”。 新华社发       
新华社马德里8月19日电 在英国海外领地直布罗陀遭扣押的一艘伊朗油轮18日晚起锚。伊朗驻英国大使哈米德·巴埃迪内贾德在社交媒体“推特”说，伊朗遭扣... ...

								",,2019.08.20,遭扣伊朗油轮驶离直布罗陀---美国政府最后一刻寻求延长扣押没有成功
" 新华社北京8月19日电 （记者 吴嘉林）针对美国总统特朗普声称中方如何处理香港问题将会影响中美贸易磋商，外交部发言人耿爽19日在例行记者会上表示，香港事务纯属中国内政，特朗普总统此前曾经表示过，“香港是中国的一部分，他们必须自己解决，不需要... ...

								",,2019.08.20,外交部发言人回应美方涉港言论
" 8月18日，在乌干达西部鲁比里济区，人们观看不远处爆炸的油罐车。乌干达警方19日说，乌干达西部鲁比里济区18日发生一起油罐车爆炸事故，目前已造成18人死亡。 新华社发 ...

								",,2019.08.20,油罐车爆炸
" “孩子读书事大，不能因为没钱耽误上大学！”将一万元的善款交到邻居手中后，刘书英语重心长地说道。在得知这家孩子因为凑不齐学费要放弃上大学的消息后，这位70岁的老人毅然从自己的退休金中拿出1万元送上了门。自幼吃百家饭、穿百家衣服长大的刘书英，希... ...

								",,2019.08.21,七旬老人捐资助学传承良好家风
" 本报讯 （记者 赵元君 见习记者 王宇同 郭莉萍）“公园路灯不亮，遛弯儿、跳舞还要自备灯光，你说这叫什么事儿！”8月19日，市民党先生向本报反映，赵佗公园中心广场附近的路灯已经半年多没有亮过了，晚上来此活动的居民很多，既不方便还容易摔伤人，... ...

								",,2019.08.21,晚上锻炼还要自备照明灯---居民盼望赵佗公园的“失明”路灯早日亮起来
" 本报讯（石焕新 任其国）“缴纳车购税，省心省力又省钱！”近日，在桥西区税务局车购税征收厅，刚办完缴税手续的汇瑞汽车运输有限公司的崔光绍欣喜地说。这是该局不断提高车辆购置税征收管理信息化水平和纳税申报便利化程度给纳税人带来的感受。 
据崔光绍... ...

								",,2019.08.21,落实车购税新政方便纳税人
" ...有幸生活在新时代，我们感到无比幸福。”       
出场人物 
王永超，深泽县农民，",,2019.09.05,幸福在希望的田野上生长
" 本报讯 （记者 张晓娟） 妇好铜方斝、青铜圆盖大鼎、青铜神兽……日前，“鼎立中原 豫地瑰宝”展在河北博物院北区13日、14日展厅与市民见面。据悉，此次参展的一级文物多达29件，这对于一个文物外展来说非常难得。 
河南简称豫，是中华民族的重要... ...

								",,2019.09.05,观“豫地瑰宝” 品文明之美---146件河南精品文物与省会市民见面
